CustomerID,OrderTimestamp,AOV,CustomerRating,Feedback
CUST_0408,2025-02-25 23:11:00,692.13,4,Loved the discounts.
CUST_0116,2025-02-18 14:43:00,322.02,3,Loved the discounts.
CUST_0075,2025-02-27 07:59:00,416.08,3,Nothing special.
CUST_0113,2025-07-24 16:28:00,564.02,5,Neutral experience.
CUST_0456,2025-03-25 07:14:00,298.69,4,Product quality acceptable.
CUST_0420,2025-02-27 13:49:00,330.15,4,Excellent service!
CUST_0422,2025-06-11 11:52:00,329.44,4,Neutral experience.
CUST_0104,2025-02-24 02:19:00,396.63,4,Product quality acceptable.
CUST_0340,2025-03-18 14:24:00,373.59,3,Loved the discounts.
CUST_0254,2025-02-17 11:19:00,328.74,5,Neutral experience.
CUST_0227,2025-02-09 05:47:00,284.11,5,Very fast delivery.
CUST_0112,2025-04-04 21:53:00,497.43,2,Poor packaging.
CUST_0473,2025-05-28 01:23:00,560.54,5,Loved the discounts.
CUST_0099,2025-04-13 10:12:00,577.93,4,Very fast delivery.
CUST_0153,2025-04-13 20:17:00,342.27,1,Delivery was very late.
CUST_0349,2025-04-05 17:45:00,502.45,4,Product quality acceptable.
CUST_0402,2025-05-06 05:31:00,428.36,3,Good quality products.
CUST_0384,2025-02-11 12:24:00,331.52,5,Loved the discounts.
CUST_0366,2025-03-05 05:40:00,488.11,3,Loved the discounts.
CUST_0338,2025-06-16 10:21:00,326.01,3,Nothing special.
CUST_0194,2025-07-29 23:40:00,354.86,5,User friendly app.
CUST_0310,2025-06-25 11:56:00,234.79,5,Great experience overall.
CUST_0163,2025-03-18 14:15:00,344.29,5,User friendly app.
CUST_0208,2025-03-26 21:27:00,430.46,1,Very bad experience.
CUST_0445,2025-06-28 00:09:00,588.27,3,Neutral experience.
CUST_0169,2025-07-18 17:59:00,357.58,4,Loved the discounts.
CUST_0484,2025-05-08 01:32:00,275.42,3,Product quality acceptable.
CUST_0161,2025-03-05 08:12:00,579.68,3,Average service.
CUST_0068,2025-07-08 00:12:00,339.45,4,Loved the discounts.
